IPAY|Drug ID|Selected Drug Name|Active Ingredient Name or Active Moiety Name|NDC-9|NDC-11|XREF NDC-11|MFP Effective Date|MFP End Date|Single MFP per 30 DES|NDC-9 MFP per Unit Price|NDC-11 MFP per Package Price|As of Date|Type of Update|Remarks
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027728||20260101||00000113.00|00000003.907885|00000390.79|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027730||20260101||00000113.00|00000003.907885|00000117.24|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027731||20260101||00000113.00|00000003.907885|00000117.24|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027733||20260101||00000113.00|00000003.907885|00000117.24|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027754||20260101||00000113.00|00000003.907885|00000351.71|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027774||20260101||00000113.00|00000003.907885|00001953.94|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2606|JANUVIA|SITAGLIPTIN|000060277|00006027782||20260101||00000113.00|00000003.907885|00003907.88|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970152|00597015230||20260101||00000197.00|00000006.793978|00000203.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970152|00597015237||20260101||00000197.00|00000006.793978|00000203.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970152|00597015290||20260101||00000197.00|00000006.793978|00000611.46|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970153|00597015330||20260101||00000197.00|00000006.793978|00000203.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970153|00597015337||20260101||00000197.00|00000006.793978|00000203.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2607|JARDIANCE|EMPAGLIFLOZIN|005970153|00597015390||20260101||00000197.00|00000006.793978|00000611.46|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001692100|00169210011||20260101||00000119.00|00000006.956927|00000069.57|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001692101|00169210112||20260101||00000119.00|00000008.956984|00000026.87|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001692101|00169210125||20260101||00000119.00|00000008.956984|00000134.35|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693201|00169320111||20260101||00000119.00|00000006.956927|00000069.57|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693204|00169320415||20260101||00000119.00|00000008.956984|00000134.35|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693205|00169320511||20260101||00000119.00|00000008.613224|00000025.84|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693205|00169320515||20260101||00000119.00|00000008.613224|00000129.20|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693206|00169320611||20260101||00000119.00|00000006.956927|00000011.13|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693206|00169320615||20260101||00000119.00|00000006.956927|00000055.66|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001693303|00169330312||20260101||00000119.00|00000008.613224|00000129.20|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001696339|00169633910||20260101||00000119.00|00000008.956984|00000134.35|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|001697501|00169750111||20260101||00000119.00|00000006.956927|00000069.57|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|730700100|73070010011||20260101||00000119.00|00000003.478464|00000034.78|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|730700102|73070010210||20260101||00000119.00|00000004.307814|00000012.92|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|730700102|73070010215||20260101||00000119.00|00000004.307814|00000064.62|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|730700103|73070010310||20260101||00000119.00|00000004.478492|00000013.44|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2608|NOVOLOG; NOVOLOG FLEXPEN; NOVOLOG PENFILL; FIASP; FIASP FLEXTOUCH; FIASP PENFILL|INSULIN ASPART, HUMAN|730700103|73070010315||20260101||00000119.00|00000004.478492|00000067.18|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2609|STELARA|USTEKINUMAB|578940054|57894005427||20260101||00004695.00|00000025.108135|00000652.81|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2609|STELARA|USTEKINUMAB|578940060|57894006002||20260101||00004695.00|00008979.645026|00004489.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2609|STELARA|USTEKINUMAB|578940060|57894006003||20260101||00004695.00|00008979.645026|00004489.82|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2609|STELARA|USTEKINUMAB|578940061|57894006102||20260101||00004695.00|00008980.144587|00008980.14|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2609|STELARA|USTEKINUMAB|578940061|57894006103||20260101||00004695.00|00008980.144587|00008980.14|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580575|50458057501||20260101||00000197.00|00000001.329054|00000206.00|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580577|50458057701||20260101||00000197.00|00000003.437073|00000034.37|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580577|50458057710||20260101||00000197.00|00000003.437073|00000343.71|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580577|50458057718||20260101||00000197.00|00000003.437073|00000618.67|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580577|50458057760||20260101||00000197.00|00000003.437073|00000206.22|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580578|50458057801||20260101||00000197.00|00000006.875115|00000068.75|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580578|50458057810||20260101||00000197.00|00000006.875115|00000687.51|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580578|50458057830||20260101||00000197.00|00000006.875115|00000206.25|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580578|50458057890||20260101||00000197.00|00000006.875115|00000618.76|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580579|50458057901||20260101||00000197.00|00000006.880894|00000068.81|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580579|50458057910||20260101||00000197.00|00000006.880894|00000688.09|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580579|50458057930||20260101||00000197.00|00000006.880894|00000206.43|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580579|50458057989||20260101||00000197.00|00000006.880894|00006880.89|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580579|50458057990||20260101||00000197.00|00000006.880894|00000619.28|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580580|50458058001||20260101||00000197.00|00000006.871878|00000068.72|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580580|50458058010||20260101||00000197.00|00000006.871878|00000687.19|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580580|50458058030||20260101||00000197.00|00000006.871878|00000206.16|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580580|50458058090||20260101||00000197.00|00000006.871878|00000618.47|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|504580584|50458058451||20260101||00000197.00|00000006.852658|00000349.49|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|551541422|55154142200||20260101||00000197.00|00000006.871878|00000068.72|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|551541423|55154142308||20260101||00000197.00|00000006.880894|00030551.17|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|551541424|55154142400||20260101||00000197.00|00000006.875115|00000068.75|20240815|Added|Added alongside IPAY2026 MFP announcement
2026|D2610|XARELTO|RIVAROXABAN|551541424|55154142408||20260101||00000197.00|00000006.875115|00014231.49|20240815|Added|Added alongside IPAY2026 MFP announcement
